run_id,experiment_id,pattern,model,task_name,status,llm_calls,prompt_tokens,completion_tokens,planner_calls,executor_calls,duration_seconds,energy_kwh,pass_rate,timestamp
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,eliuds-eggs,COMPLETED,1,1213,3281,0,1,48.70778608,0.000575938,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,error-handling,FAILED,2,2633,10998,0,2,171.053786,0.001979143,0,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,etl,COMPLETED,1,1178,2200,0,1,32.1071682,0.000385904,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,flatten-array,COMPLETED,1,926,2746,0,1,39.62688994,0.000474797,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,flower-field,FAILED,1,1274,4567,0,1,900,0.01390484,0,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,food-chain,FAILED,0,0,0,0,0,900,0.013106744,0,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,forth,FAILED,0,0,0,0,0,900,0.013109015,0,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,game-of-life,COMPLETED,2,2612,4150,0,2,60.51362014,0.000713996,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,gigasecond,COMPLETED,1,1627,1696,0,1,25.22803283,0.000309566,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,go-counting,FAILED,0,0,0,0,0,900,0.01310989,0,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,grade-school,FAILED,2,4860,10560,0,2,171.6477659,0.001987551,0,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,grains,COMPLETED,1,1115,1852,0,1,26.88629389,0.000329861,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,grep,FAILED,0,0,0,0,0,900,0.013107377,0,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,hamming,COMPLETED,1,1216,868,0,1,13.056602,0.00017368,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,hangman,FAILED,1,1245,3370,0,1,900,0.013685027,0,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,hello-world,COMPLETED,1,835,508,0,1,7.583935022,0.000107057,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,hexadecimal,COMPLETED,1,810,2622,0,1,37.50598717,0.000449153,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,high-scores,COMPLETED,2,3820,4765,0,2,72.0189693,0.000851562,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,house,COMPLETED,2,9142,12566,0,2,219.3003809,0.002531319,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,isbn-verifier,COMPLETED,1,1217,6107,0,1,94.62934518,0.001100199,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,isogram,COMPLETED,2,2097,5303,0,2,77.25457811,0.00090665,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,killer-sudoku-helper,COMPLETED,2,6731,4524,0,2,71.88029909,0.000851159,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,kindergarten-garden,FAILED,2,6631,7962,0,2,257.9945199,0.002971057,0,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,knapsack,COMPLETED,1,1070,2961,0,1,43.60864878,0.000520645,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,largest-series-product,COMPLETED,2,3460,4910,0,2,73.77038383,0.000871128,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,leap,COMPLETED,1,891,1212,0,1,17.60913301,0.000220902,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,ledger,FAILED,0,0,0,0,0,900,0.013107398,0,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,line-up,COMPLETED,1,1035,2703,0,1,39.32128096,0.000470447,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,linked-list,COMPLETED,2,8573,10165,0,2,176.320827,0.002043102,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,list-ops,FAILED,1,1077,7318,0,1,900,0.014424814,0,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,luhn,FAILED,0,0,0,0,0,900,0.01310726,0,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,markdown,FAILED,0,0,0,0,0,900,0.013110223,0,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,matching-brackets,COMPLETED,1,906,1840,0,1,26.43034101,0.000324508,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,matrix,COMPLETED,1,1111,2932,0,1,42.80889797,0.000511213,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,meetup,FAILED,0,0,0,0,0,900,0.013110162,0,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,minesweeper,COMPLETED,2,3821,8484,0,2,130.8295281,0.001521071,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,nth-prime,COMPLETED,1,1056,3660,0,1,54.02363801,0.000639846,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,ocr-numbers,FAILED,0,0,0,0,0,900,0.013109269,0,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,octal,COMPLETED,2,2842,9656,0,2,147.19313,0.001708645,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,paasio,FAILED,2,10451,9827,0,2,173.298466,0.002019197,0,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,palindrome-products,FAILED,0,0,0,0,0,900,0.013106224,0,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,pangram,COMPLETED,1,946,2022,0,1,28.89581704,0.000354563,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,pascals-triangle,COMPLETED,2,4582,9056,0,2,145.2904599,0.001685561,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,perfect-numbers,COMPLETED,1,1459,5301,0,1,81.52373195,0.00097325,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,phone-number,FAILED,0,0,0,0,0,900,0.013106947,0,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,pig-latin,FAILED,0,0,0,0,0,900,0.013109051,0,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,point-mutations,COMPLETED,2,2658,3822,0,2,56.46455002,0.000672817,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,poker,FAILED,1,761,7299,0,1,900,0.014413512,0,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,pov,FAILED,0,0,0,0,0,900,0.013108304,0,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,prime-factors,COMPLETED,1,971,1131,0,1,16.23561907,0.000203946,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,protein-translation,COMPLETED,2,6539,8028,0,2,129.9537652,0.001512733,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,proverb,FAILED,2,3800,12232,0,2,195.3292432,0.002255105,0,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,pythagorean-triplet,COMPLETED,1,1236,4611,0,1,69.70924997,0.000875568,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,queen-attack,COMPLETED,1,1392,4444,0,1,67.37432909,0.000791082,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,rail-fence-cipher,FAILED,0,0,0,0,0,900,0.013108838,0,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,raindrops,COMPLETED,1,1300,1219,0,1,17.98791385,0.000225525,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,rational-numbers,FAILED,0,0,0,0,0,900,0.013108757,0,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,react,FAILED,1,898,6851,0,1,900,0.015695319,0,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,rectangles,FAILED,1,889,6122,0,1,900,0.015557803,0,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,relative-distance,FAILED,1,1956,6887,0,1,900,0.014379563,0,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,resistor-color,COMPLETED,1,1047,2113,0,1,30.43142104,0.000367972,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,resistor-color-duo,COMPLETED,1,1021,2054,0,1,29.61065412,0.000533009,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,resistor-color-expert,FAILED,0,0,0,0,0,900,0.013111129,0,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,resistor-color-trio,COMPLETED,2,3733,13552,0,2,337.4688301,0.003876336,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,rest-api,FAILED,0,0,0,0,0,900,0.013107247,0,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_4b,20260508-120747--experiment,baseline,qwen3:4b,reverse-string,COMPLETED,1,827,529,0,1,7.790956974,0.000109314,1,2026-05-09T01:02:57Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,accumulate,COMPLETED,1,870,793,0,1,22.29219389,0.00033181,1,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,acronym,COMPLETED,1,832,2238,0,1,51.81198597,0.000613129,1,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,affine-cipher,COMPLETED,1,1809,3947,0,1,95.26291084,0.00110891,1,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,all-your-base,COMPLETED,1,1387,3704,0,1,88.33854699,0.001031238,1,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,allergies,COMPLETED,1,995,2439,0,1,57.03264499,0.00067527,1,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,alphametics,COMPLETED,2,4990,3991,0,2,96.66837311,0.001210417,1,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,anagram,FAILED,0,0,0,0,0,900,0.013115437,0,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,armstrong-numbers,COMPLETED,1,932,1320,0,1,30.96165419,0.000372675,1,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,atbash-cipher,COMPLETED,1,1013,3616,0,1,85.39945078,0.000997247,1,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,bank-account,COMPLETED,2,4546,3265,0,2,199.4362259,0.002302541,1,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,beer-song,COMPLETED,1,4128,4311,0,1,230.518389,0.002651632,1,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,binary,COMPLETED,1,1260,2144,0,1,170.817661,0.001971577,1,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,binary-search,COMPLETED,1,1536,1082,0,1,25.90591908,0.000318968,1,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,binary-search-tree,COMPLETED,2,5819,4725,0,2,115.957299,0.001352398,1,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,bob,COMPLETED,2,2675,6339,0,2,286.0096388,0.003287971,1,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,book-store,FAILED,0,0,0,0,0,900,0.0131141199,0,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,bottle-song,FAILED,2,5966,3668,0,2,92.86954999,0.001086207,0,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,bowling,FAILED,0,0,0,0,0,900,0.01311166747,0,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,camicia,FAILED,0,0,0,0,0,900,0.01311181473,0,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,change,FAILED,0,0,0,0,0,900,0.01311368772,0,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,circular-buffer,COMPLETED,1,1734,2253,0,1,54.18784809,0.000640241,1,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,clock,COMPLETED,1,1686,3146,0,1,75.58186603,0.000881449,1,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,collatz-conjecture,COMPLETED,1,1358,1033,0,1,24.75892615,0.000305143,1,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,complex-numbers,FAILED,2,6048,3900,0,2,97.93166399,0.00114819,0,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,connect,FAILED,0,0,0,0,0,900,0.013111566,0,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,crypto-square,FAILED,0,0,0,0,0,900,0.01311386551,0,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,custom-set,COMPLETED,1,874,3185,0,1,74.60395813,0.001047104,1,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,darts,COMPLETED,2,3218,5973,0,2,142.3085151,0.001651144,1,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,diamond,FAILED,0,0,0,0,0,900,0.0131132719,0,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,difference-of-squares,COMPLETED,1,914,1336,0,1,31.16454005,0.000376087,1,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,diffie-hellman,COMPLETED,1,1091,1326,0,1,31.05088902,0.000374086,1,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,dnd-character,COMPLETED,2,3699,2813,0,2,67.55618596,0.000797668,1,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,dominoes,FAILED,0,0,0,0,0,900,0.013107442,0,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,dot-dsl,FAILED,2,5151,4707,0,2,114.8706911,0.001339594,0,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,eliuds-eggs,COMPLETED,1,1213,3931,0,1,104.8801579,0.001392868,1,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,error-handling,FAILED,2,2799,3936,0,2,212.6915269,0.00245197,0,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,etl,COMPLETED,1,1178,1357,0,1,31.96600103,0.000383538,1,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,flatten-array,COMPLETED,1,926,2054,0,1,47.81952095,0.000564232,1,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,flower-field,FAILED,1,1274,3900,0,1,900,0.01417532301,0,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,food-chain,FAILED,2,6444,2388,0,2,60.52264214,0.00071594,0,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,forth,FAILED,0,0,0,0,0,900,0.013111067,0,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,game-of-life,COMPLETED,1,920,1630,0,1,37.91630983,0.000454204,1,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,gigasecond,COMPLETED,1,1627,882,0,1,21.571064,0.000267548,1,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,go-counting,FAILED,2,4208,4443,0,2,226.8736689,0.002614118,0,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,grade-school,COMPLETED,2,4119,4659,0,2,127.3351569,0.001480058,1,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,grains,COMPLETED,1,1115,1372,0,1,40.88364792,0.000488686,1,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,grep,FAILED,2,10759,5304,0,2,372.6652212,0.004290076,0,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,hamming,COMPLETED,1,1216,611,0,1,43.92652702,0.000525803,1,2026-05-09T13:03:08Z
20260508-120747--baseline--qwen3_8b,20260508-120747--experiment,baseline,qwen3:8b,hangman,FAILED,1,1245,2163,0,1,900,0.01369989889,0,2026-05-09T13:03:08Z
